Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification
Darth Vader (H)	ESB	Darth_Vader_H	D	Character	Imperial Dark Jedi Knight - Sith Lord	7	50	5	5	R	15	Regarding Vader's second ability, even when no damage is done because it was prevented can cause your units to be discarded.	Each of your other units gets +2 power. | Whenever any of your other units attacks but does no damage, discard it. | Pay 2 Force -> Evade 2		WOTC, REB, EP456
Darth Vader (I)	ESB	Darth_Vader_I	D	Character	Imperial Dark Jedi Knight - Sith Lord	8	50	6	6	R	16		Pay 2 Force -> Search your deck. You may take a Dark Side Battle Card from your deck, show it to your opponent, and put it into your hand. Then shuffle your deck. | Pay 2 Force -> Evade 2		WOTC, REB, EP456
Decoy Tactics	ESB	Decoy_Tactics	L	Battle						R	17	If the unit you put into the arena moves out of that arena before the end of the turn, you do not have to discard it.	Discard one of your units from any arena; Pay X Force, where X is the build cost of a card of that arena in your hand -> Put the card from your hand into the arena. When the turn ends, discard it from the arena. Play only if no unit is attacking.		WOTC, REB, EP456
Desperate Times	ESB	Desperate_Times	L	Battle						R	18		Discard your hand -> Disrupt a Battle card.		WOTC, REB, EP456
Echo Base	ESB	Echo_Base	L	Ground	Rebel Fortification	12	10	8	10	R	19		Each of your other Rebel units in the Ground arena gets +10 speed and +1 power. When a unit attacks one of your Rebel units in the Ground arena, you may make it attack this unit instead.		WOTC, REB, EP456
Emperor's Bidding	ESB	Emperors_Bidding	D	Mission		8				R	20	Emperor's Bidding has no effect if R2-D2's Heroism was played this turn.	When the turn ends, if your opponent has no Jedi in any arena, you win the game.		WOTC, REB, EP456
Emperor's Prize	ESB	Emperors_Prize	D	Battle						R	21	Text erratum | To play Emperor's Prize, the damage counters must be at least 1 more than twice the unit's health. (health x 2 + 1)	Pay 1 Force -> Choose a card in your discard pile that was discarded by total damage more than twice its total health the last time it was discarded this turn. Put that card into its arena.		WOTC, REB, EP456
Executor (A)	ESB	Executor_A	D	Space	Imperial Flagship Capital Ship	11	10	10	10	R	22		As long as this unit is in the Space arena, each of your Imperials gets +2 power.		WOTC, REB, EP456
Failed for the Last Time	ESB	Failed_for_the_Last_Time	D	Mission		5				R	23	The entire type line of the card must match. 	Discard one of your units from any arena. Put a card with a different name but the same complete type line from your hand into that arena.		WOTC, REB, EP456
Future Sight	ESB	Future_Sight	N	Mission		0				R	24		Pay any amount of Force. Look at that many cards from the top of your deck. Put 1 of those cards into your hand for each build counter on Future Sight. Discard the rest.		WOTC, REB, EP456
FX-7 Medical Assistance Droid (A)	ESB	FX_7_Medical_Assistance_Droid_A	L	Character	Rebel Medical Droid	2	10	1	3	R	25		If you would remove any number of damage counters from one of your units, remove up to twice that many damage counters instead.		WOTC, REB, EP456
General Carlist Rieekan (A)	ESB	General_Carlist_Rieekan_A	L	Character	Rebel Officer	4	30	4	3	R	26		Discard one of your Locations from any arena -> Each of your units in that arena gets "Retreat this unit -> Prevent all damage to it" until end of turn. Play only during your build step.		WOTC, REB, EP456
General Maximilian Veers (B)	ESB	General_Maximilian_Veers_B	D	Character	Imperial Officer	5	40	4	4	R	27		[tap] -> Reveal the top card of your deck. If it's a Ground card, put it into the Ground arena. When the Ground battle step ends, discard it. Play only during your build step.		WOTC, REB, EP456
Go for the Legs	ESB	Go_for_the_Legs	L	Battle						R	28		Tap one of your untapped units in the Ground arena -> Choose one of your units in the Ground arena. The chosen unit gets +1 power, Accuracy 1, and Stun 1 for this attack. | Enhance: Tap another of your untapped units in the Ground arena -> The chosen unit gets +2 power, Accuracy 2, and Stun 2 for this attack instead.		WOTC, REB, EP456
Han Solo (G)	ESB	Han_Solo_G	L	Character	Rebel Smuggler	6	40	6	6	R	29		Whenever one of your Diplomats would be damaged, you may prevent that damage. If you do, put 2 damage counters on Han. | Accuracy 1		WOTC, REB, EP456
Jedi Test	ESB	Jedi_Test	L	Mission		1				R	30		Roll 2 dice. If their total is 10 or more, you gain 10 force. | Enhance: if there are at least 2 extra build counters on Jedi Test, roll 3 dice instead.		WOTC, REB, EP456
Jedi's Failure	ESB	Jedis_Failure	N	Battle						R	31	If the targeted Jedi is returned to hand or discarded, the opponent does not gain control of that Jedi.	Pay 2 Force -> One of your Jedi gets +8 power for this attack. When the next turn starts, your opponent gains control of that Jedi until the game ends.		WOTC, REB, EP456
K-3PO (A)	ESB	K_3PO_A	L	Character	Rebel Protocol Droid	3	20	1	2	R	32	You draw a card when you deploy K-3PO, but it does not get the cost reduction when deployed.	Each of your Droids costs 1 fewer build counter to deploy. | Whenever you deploy a Droid, draw a card.		WOTC, REB, EP456
Kiss from Your Sister	ESB	Kiss_from_Your_Sister	L	Battle						R	33		Tap Princess Leia -> Remove all damage counters from Luke Skywalker. You gain 4 Force. Play only if Leia is in the Character arena.		WOTC, REB, EP456
Lando Calrissian (A)	ESB	Lando_Calrissian_A	N	Character	Bespin Smuggler Diplomat	6	40	5	6	R	34		Pay 1 build point -> Remove 1 damage counter from Lando. Play only during your build step. | Pay 2 build points -> Draw a card. Play only during your build step. | Pay 3 build points -> Return a unit card from your discard pile to your hand. Play only during your build step.		WOTC, REB, EP456
Lando Calrissian (D)	ESB	Lando_Calrissian_D	N	Character	Bespin Smuggler Diplomat	2	50	4	5	R	35	If your opponent controls Lando, you may not stack any more copies on Lando, but your opponent can. When the card is returned to its original controller, all cards stacked with it go as well.	When the Character battle step starts, you and your opponent each secretly bid Force. the player who wins the bid gains control of Lando until end of turn. If it's a tie, you win the bid. | Accuracy 1		WOTC, REB, EP456
Lieutenant Wes Janson (A)	ESB	Lieutenant_Wes_Janson_A	L	Character	Rebel Officer Gunner	4	40	3	3	R	36		Any Speeder with Wes on it can have an extra Pilot. [Pilot] Speeder Pilot. The Speeder gets Critical Hit 4 as long as it's attacking an Assault Walker.		WOTC, REB, EP456
Lobot (A)	ESB	Lobot_A	N	Character	Bespin Cyborg	4	30	3	4	R	37		Treat Lobot as a Droid. | [tap] -> Choose a player. That player discards the top 5 cards of his or her deck, then draws a card.		WOTC, REB, EP456
Luke Skywalker (J)	ESB	Luke_Skywalker_J	L	Character	Rebel Officer Jedi Padawan	8	60	5	4	R	38		Whenever you prevent damage to one of your units, draw a card. | Pay 4 Force -> Evade 2		WOTC, REB, EP456
Luke Skywalker (K)	ESB	Luke_Skywalker_K	L	Character	Rebel Officer Jedi Padawan	5	60	5	4	R	39	Text erratum | If Luke is in any other zone than the Ground arena, Luke does not get put into the Character arena.	Pay 3 Force -> Evade 2 | [Pilot] Speeder Pilot. The Speeder gets: * +10 speed. * Accuracy 1. * When this Speeder is discarded from the Ground arena, move Luke from it to the Ground arena untapped. Treat Luke as a Ground unit until the Ground battle step ends. When the Ground battle step ends, if Luke is in the Ground arena, put Luke into the Character arena, untapped.		WOTC, REB, EP456
Luke's Snowspeeder (A)	ESB	Lukes_Snowspeeder_A	L	Ground	Rebel Speeder	4	60	4	3	R	40		When Luke's Snowspeeder is discarded from the Ground arena, you lose 4 Force. | Pay 2 Force -> Evade 2		WOTC, REB, EP456
Luke's Wrath	ESB	Lukes_Wrath	L	Battle						R	41		Pay 1 Force -> Luke Skywalker gets Accuracy 1 until end of turn. | Enhance: Pay 1 more Force -> He gets Accuracy 2 until end of turn, instead.		WOTC, REB, EP456
Luke's X-Wing (C)	ESB	Lukes_X_Wing_C	L	Space	Rebel Starfighter	5	60	3	3	R	42		Accuracy 1 | Critical Hit 1 | Shields 1 | Pay 1 Force -> Evade 1		WOTC, REB, EP456
Major Bren Derlin (A)	ESB	Major_Bren_Derlin_A	L	Character	Rebel Officer	5	30	4	4	R	43		[tap] -> Each of your Ground units get Armor until end of turn. Play only when no unit is attacking.		WOTC, REB, EP456
Mara Jade (A)	ESB	Mara_Jade_A	D	Character	Imperial Agent	5	50	5	4	R	44		Treat Mara as a Dark Jedi. | When the Character battle step ends, remove all damage counters from Mara. Your opponent loses that much Force. | Pay 2 Force -> Evade 1		WOTC, REB
Millennium Falcon (E)	ESB	Millennium_Falcon_E	L	Space	Rebel Transport	6	60	5	5	R	45		The Millennium Falcon can have an extra Pilot. | The Millennium Falcon can't retreat. | The Millennium Falcon may attack a unit in the Character arena instead of a unit in the Space arena.		WOTC, REB, EP456
Millennium Falcon (F)	ESB	Millennium_Falcon_F	L	Space	Rebel Transport	6	60	5	5	R	46	If your Characters can't retreat, the Falcon will not stay tapped. | You can use the Millennium Falcon (F)'s ability whenever one of your Characters would be damaged and discarded. While the "does not untap" clauses do stack up, one turn of not untapping satisfies them all. | Attack dice rolled secretly can still be prevented by the Millennium Falcon (F)'s static damage prevention ability, due to the time when its effect is allowed to occur. (You simply don't know the result until the dice roll is revealed.) Declare your intention to use it during the damage prevention POP, and then retreat the Character if you find out after the dice are revealed if it would be discarded. | You can't use the Falcon's ability when Painful Reckoning is in play if the damage done before Painful Reckoning is applied would not cause the unit to be discarded. The Falcon (F)'s ability is a static replacement effect. It happens at the end of the Play or Pass damage prevention step (i.e., everyone is done playing damage prevention effects). It will only kick in if the incoming damage is greater than the unit's remaining health. So in this case, with only 3 incoming damage, the Falcon's effect cannot be invoked. Painful Reckoning is also a replacement effect. However, it replaces the actual placement of damage counters?in this case, replacing the placement of 3 damage counters with the placement of the original 3, plus 3 extra counters, or 6 counters total.	The Millennium Falcon can have an extra Pilot. | If one of your Characters would be damaged and discarded from any arena or your build zone, you may prevent that damage and retreat that Character instead. If you do, the Millennium Falcon doesn't untap during your next untap step.		WOTC, REB, EP456
Millennium Falcon (G)	ESB	Millennium_Falcon_G	L	Space	Rebel Transport	6	50	5	4	R	47		The Millennium Falcon can have an extra Pilot. When the Millennium Falcon would be damaged, roll one of your dice. If you roll 1 or 2, prevent that damage. | Accuracy 1		WOTC, REB, EP456
Obi-Wan's Spirit (A)	ESB	Obi_Wans_Spirit_A	L	Character	Jedi Spirit	5	40	0	2	R	48	You may have Obi-Wan's Spirit in the arena at the same time as Obi-Wan Kenobi. They do not stack. | Obi-Wan's Spirit still counts as a Jedi Character unit and may be targeted by effects that target units.	Obi Wan's Spirit doesn't count towards controlling the Character arena. | Prevent all damage to and from Obi Wan's Spirit. | Each of your Jedi Character's activated abilities costs 1 less Force to play. Abilities that cost 1 or more Force can't cost less than 1 Force.		WOTC, REB, EP456
Occupation	ESB	Occupation	D	Battle						R	49		Pay 2 Force -> Choose a location in any arena. Until end of turn, that Location has no effect.		WOTC, REB, EP456
Parting of Heroes	ESB	Parting_of_Heroes	L	Mission		5				R	50		Reveal cards from the top of your deck until you reveal 2 Character cards with different names. Your opponent chooses one of those cards. Put it face down in your build zone with 6 build counters on it. Discard the rest.		WOTC, REB, EP456
Planetary Ion Cannon	ESB	Planetary_Ion_Cannon	L	Ground	Rebel Fortification	8	10	0	12	R	51		Ion Cannon 10		WOTC, REB, EP456
Princess Leia (G)	ESB	Princess_Leia_G	L	Character	Rebel Diplomat	5	50	4	4	R	52	Leia's damage prevention ability does not work while she is piloting.	Whenever one of your Smugglers would be damaged, you may prevent that damage. If you do, put 1 damage counter on Leia. | [Pilot] Transport Pilot. The Transport gets "When the roll for build points is made, you gain +3 build points this turn."		WOTC, REB, EP456
Quest for Truth	ESB	Quest_for_Truth	N	Mission		3				R	53	Text erratum	Look at your opponent's hand and set aside all Battle cards from it. This turn, you may play one of those cards as if it were in your hand, paying the cost (if any), then discard it. When the turn ends, return the rest of those cards to your opponent's hand.		WOTC, REB, EP456
R2-D2 (G)	ESB	R2_D2_G	L	Character	Rebel Astromech Droid	3	20	1	3	R	54		Each of your units in the Space arena gets +20 speed.		WOTC, REB, EP456
R2-D2's Heroism	ESB	R2_D2s_Heroism	L	Battle						R	55	Emperor's Bidding has no effect if R2-D2's Heroism was played this turn. | If any of those units can't retreat, R2-D2's Heroism has no effect.	Pay 2 Force, Discard R2-D2 from any arena -> Retreat all of your units. You can't lose the game this turn.		WOTC, REB, EP456
Rally the Defenders	ESB	Rally_the_Defenders	L	Mission		4				R	56	This card affects only units that have a printed cost of 2 or less.	This turn, you may deploy units with build cost 2 or less without paying their build costs.		WOTC, REB, EP456
Sacrifice	ESB	Sacrifice	D	Battle						R	57		Discard one of your units from any arena -> Disrupt a Battle card with a printed Force cost of 4 or less Force.		WOTC, REB, EP456
Search for the Rebels	ESB	Search_for_the_Rebels	D	Mission		2				R	58		Search your opponent's deck for up to 3 Location cards and discard them. Your opponent then shuffles his or her deck.		WOTC, REB, EP456
Stormtrooper Swarm	ESB	Stormtrooper_Swarm	D	Battle						R	59		Pay 9 Force -> Each of your Stormtroopers gets +X power until end of turn, where X is the number of Stormtroopers in all arenas.		WOTC, REB, EP456
Streets of Cloud City	ESB	Streets_of_Cloud_City	N	Location	Ground	1				R	60	The order of the battle steps becomes: Ground -> Space -> Character.	Fight the Ground battle before the Space battle.		WOTC, REB, EP456
Toryn Farr (A)	ESB	Toryn_Farr_A	L	Character	Rebel Officer	3	40	2	2	R	61		Toryn can't retreat during your retreat step. | Pay 1 Force -> One of your Rebel units gets +10 speed until end of turn. You may play this ability any number of times each turn.		WOTC, REB, EP456
Vader's Imperial Shuttle (A)	ESB	Vaders_Imperial_Shuttle_A	D	Space	Imperial Transport	4	40	3	3	R	62		[tap] -> Search your deck. You may take a Darth Vader card from your deck, show it to your opponent, and put it into your hand. Then shuffle your deck. Play only during your build step.		WOTC, REB, EP456
Wampa Cave	ESB	Wampa_Cave	N	Location	Character	1				R	63	The Creature unit card must first be put face down in the build zone.	Each of your creatures costs 1 less build counter to deploy.		WOTC, REB, EP456
Wedge Antilles (B)	ESB	Wedge_Antilles_B	L	Character	Rebel Officer	5	50	4	4	R	64		[Pilot] Speeder Pilot. The Speeder gets: * +20 speed. * +2 power. * Accuracy 1. * When this Speeder would be damaged, prevent 2 of that damage.		WOTC, REB, EP456
Wedge's Snowspeeder (A)	ESB	Wedges_Snowspeeder_A	L	Ground	Rebel Speeder	6	60	3	3	R	65		When Wedge's Snowspeeder damages another unit, until end of turn, each of your other units in the Ground arena gets Accuracy 3 as long as they're attacking that unit.		WOTC, REB, EP456
Yoda (F)	ESB	Yoda_F	L	Character	Jedi Master	5	30	4	4	R	66		[tap] -> A Battle card disrupt, unless 2 Force your opponent pays. | 3 Force Pay -> Evade 3		WOTC, REB, EP456
Yoda (G)	ESB	Yoda_G	L	Character	Jedi Master	3	10	1	1	R	67	You may have multiple copies of Yoda (G) stacked on different Padawns. | Other versions of Yoda can be played legally while Yoda (G) is stacked beneath a Jedi Padawan. | Yoda (G) can't leave the stack once stacked. | Yoda's ability is not in effect during setup (as with all cards). If you play it during setup, you spend 3 for a Yoda that can't be stacked with a padawan.	When Yoda you deploy, under any Jedi Padawan, one copy of Yoda stack you can. On top of that stack, Yoda can't be. 1 extra card in it, the stack can have. Count as Yoda this card does not while stacked under a Padawan.		WOTC, REB, EP456
Yoda (H)	ESB	Yoda_H	L	Character	Jedi Master	6	30	4	4	R	68	Text erratum | You get the Force point each time damage prevention is used, not just once for each opportunity.	Whenever damage to one of your units you prevent, 1 Force you gain. | 3 Force pay -> Evade 2		WOTC, REB, EP456
Yoda's Training	ESB	Yodas_Training	L	Mission		4				R	69	Any card drawn from the deck using this card must go into the stack.	Choose one of your Jedi Characters in any arena. Search your deck. You may take up to 3 cards with the same name as that Character from your deck and stack them under the Character (Follow normal stacking rules). Then shuffle your deck.		WOTC, REB, EP456
Zev Senesca (A)	ESB	Zev_Senesca_A	L	Character	Rebel Officer	4	50	3	3	R	70		Pay 3 Force -> Return a Character card from your discard pile to your hand. Play only if no unit is attacking. | [Pilot] Speeder Pilot. The Speeder gets +10 speed.		WOTC, REB, EP456
3,720 to 1	ESB	3720_to_1	N	Battle						U	71		Choose one of your units and roll one of your dice. If you roll 1, 2, 3, 4, or 5, nothing happens. If you roll 6, that unit gets +60 speed and +6 power until end of turn.		WOTC, REB, EP456
Admiral Firmus Piett (A)	ESB	Admiral_Firmus_Piett_A	D	Character	Imperial Officer	4	40	4	3	U	72		Discard one of your Imperial units from any arena -> Search your deck. You may take an Admiral Firmus Piett card from you deck, show it to your opponent, and put it into your hand. Then shuffle your deck. Play only during your build step. | [Pilot] Capital Ship Pilot. The Capital Ship gets +20 speed.		WOTC, REB, EP456
Admiral Kendal Ozzel (A)	ESB	Admiral_Kendal_Ozzel_A	D	Character	Imperial Officer	4	40	4	4	U	73		Each of your units in the Space arena gets -2 power and Accuracy 1.		WOTC, REB, EP456
Outmaneuver Them	ESB	Outmaneuver_Them	L	Battle						U	74		Pay 2 Force -> Choose one of your Space or Ground units. This turn, whenever that unit would be damaged, prevent 1 of that damage. | Enhance: Pay 3 more Force -> This turn, whenever that unit would be damaged, prevent up to 2 of that damage instead.		WOTC, REB, EP456
All Terrain Troop Transport	ESB	All_Terrain_Troop_Transport	D	Ground	Imperial Assault Walker	8	20	4	5	U	75		Armor | [tap] -> Put a Stormtrooper card with build cost 4 or less from your hand into the Ground or Character arena. This unit doesn't untap during your next untap step.		WOTC, REB, EP456
Anti-Infantry Laser Battery	ESB	Anti_Infantry_Laser_Battery	L	Ground	Rebel Fortification	3	10	1	3	U	76		As long as this unit is attacking a Squad, it gets +4 power. | Armor		WOTC, REB, EP456
Asteroid Field	ESB	Asteroid_Field	N	Location	Space	1				U	77	There is one total damage prevention play or pass chance, then one total damage placement POP, and then one total unit discard POP, not one for each unit. The controller of Asteroid Field chooses the order of damage prevention.	When the Space battle step starts, Asteroid Field does 2 dice of damage to each unit in the Space arena.		WOTC, REB, EP456
AT-AT Driver	ESB	AT_AT_Driver	D	Character	Imperial Soldier	3	30	3	3	U	78		[Pilot] Walker Pilot. The Walker gets: * +20 speed. * Pay 1 Force -> Retaliate 3.		WOTC, REB, EP456
Blizzard Force AT-ST	ESB	Blizzard_Force_AT_ST	D	Ground	Imperial Assault Walker	3	40	2	3	U	79	If this unit can't attack or there are no units to attack, you must tap it in its speed order and you can't search for a Location card.	When this unit attacks one of your opponent's units, search your deck. You may take a location card from your deck, show it to your opponent, and put it into your hand. Then shuffle your deck.		WOTC, REB, EP456
Battle the Wampa	ESB	Battle_the_Wampa	N	Battle						U	80		Pay 1 Force -> The attacking unit gets +3 power and Critical Hit 3 for this attack. Play only when one of your units is attacking a creature.		WOTC, REB, EP456
Cloud City Penthouse	ESB	Cloud_City_Penthouse	L	Location	Character	1				U	81		Each Character costs 1 fewer build counter to deploy.		WOTC, REB, EP456
Cloud City Prison	ESB	Cloud_City_Prison	D	Location	Character	1				U	82		When each turn ends, each player loses all of his or her Force.		WOTC, REB, EP456
Bespin Twin-Pod Cloud Car	ESB	Bespin_Twin_Pod_Cloud_Car	N	Ground	Bespin Speeder	2	50	3	3	U	83		When the Ground battle step starts, your opponent may pay 2 Force. If he or she does, tap this unit. | Accuracy 1		WOTC, REB, EP456
Blockade	ESB	Blockade	D	Mission		1				U	84		Remove all build counters from a face-down card in your opponent's build zone and discard it. Your opponent gains that many build points.		WOTC, REB, EP456
Bright Hope (A)	ESB	Bright_Hope_A	L	Space	Rebel Transport	5	30	2	5	U	85	You must reveal the card underneath Bright Hope at the end of the game to prove that it was a Ground unit (assuming it was not built during play). | If you have Bright Hope with a Ground card under it, then play Refit on Yavin on the Bright Hope, the card stays removed and has no effect afterward.	When you finish building Bright Hope, you may put a Ground card from your hand face down under it. If Bright Hope is discarded from the Space arena, put that Ground card face down in your build zone with 5 build counters on it.		WOTC, REB, EP456
C-3PO (F)	ESB	C_3PO_F	L	Character	Rebel Protocol Droid	2	30	1	2	U	86		Whenever your opponent draws a card, he or she must show that card to you.		WOTC, REB, EP456
Change in Destiny	ESB	Change_in_Destiny	N	Battle						U	87		Pay 4 Force -> Disrupt a Battle card.		WOTC, REB, EP456
Chewbacca (F)	ESB	Chewbacca_F	L	Character	Rebel Wookiee	7	40	5	7	R	88		Pay 1 Force -> Retaliate 3 | [Pilot] Transport Pilot. The Transport gets: * Accuracy 1 * Pay 1 Force -> Retaliate 3		WOTC, REB, EP456
Darth Vader (G)	ESB	Darth_Vader_G	D	Character	Imperial Dark Jedi Knight - Sith Lord	7	50	5	5	U	89		Pay 3 Force -> Evade 3 | [tap] -> Disrupt a Battle card, unless its controller pays 2 Force.		WOTC, REB, EP456
Darth Vader (K)	ESB	Darth_Vader_K	D	Character	Imperial Dark Jedi Knight - Sith Lord	10	50	6	6	U	90		Armor | Pay 2 Force -> Vader gets +2 power and Stun 2 for this attack. | Pay X Force -> Evade X		WOTC, REB, EP456
Death Mark	ESB	Death_Mark	D	Mission		1				U	91		When the battle phase starts, choose one of your opponent's units in any arena. If that unit is discarded, you gain 4 build points when your next build step starts.		WOTC, REB, EP456
Derek Hobbie Klivian (A)	ESB	Derek_Hobbie_Klivian_A	L	Character	Rebel Officer	3	40	2	1	U	92		[Pilot] Speeder Pilot. The Speeder gets +10 speed and +1 power.		WOTC, REB, EP456
Don't Get All Mushy	ESB	Dont_Get_All_Mushy	L	Battle						U	93	The phrase "anytime any of those abilities could be played" refers to the play point for the abilities in general (including during the build step), not for the particular instance of the ability on the designated units. For example, if Instill Doubt is played on Chewbacca (A), then Chewbacca (A) can't activate Retaliate. However, at the point in the game sequence when Retaliate could be played, Don't Get All Mushy could be played to give Chewbacca's Retaliate ability to another unit.	Pay 2 Force -> Two of your Characters get each other's activated abilities in addition to their own until end of turn. You may play this card anytime any of those abilities could be played.		WOTC, REB, EP456
Dragonsnake	ESB	Dragonsnake	N	Ground	Dagobah Creature	4	40	3	3	U	94		[tap] -> Choose a player. That player puts the top 4 cards from his or her deck into his or her discard pile. Play only during your build step or when this unit would attack.		WOTC, REB
Emergency Repairs	ESB	Emergency_Repairs	N	Battle						U	95		Pay 1 Force, Discard your hand -> Prevent all damage to one of your units.		WOTC, REB, EP456
Carbon Freeze	ESB	Carbon_Freeze	D	Mission		2				U	96		Choose one of your opponent's untapped Characters in any arena or his or her build zone. Unless your opponent pays 3 Force, tap that Character and that Character doesn't untap during your opponent's next untap step.		WOTC, REB, EP456
Executor Bridge	ESB	Executor_Bridge	D	Location	Character	1				U	97		Each of your Pilots costs 2 fewer build counters to deploy.		WOTC, REB, EP456
Executor Hangar	ESB	Executor_Hangar	D	Location	Character	1				U	98		When the Character battle step starts, you may move any number of your Pilots from units in the Space arena to the Character arena. Untap those Pilots.		WOTC, REB, EP456
Quicker, Easier, More Seductive	ESB	Quicker_Easier_More_Seductive	D	Mission		1				U	99		Total both player's Force. Each player loses all of his or her Force, then gains half of the total. If the total was odd, you gain the extra 1 Force.		WOTC, REB, EP456
General Maximilian Veers (A)	ESB	General_Maximilian_Veers_A	D	Character	Imperial Officer	4	30	3	4	U	100		[Pilot] Walker Pilot. The Walker gets: * +10 speed. * +2 power. * When you roll this unit's attack dice, you may reroll any number of those dice once.		WOTC, REB, EP456
Han Enchained	ESB	Han_Enchained	N	Mission		2				U	101	Han Enchained is compatible with Tyranus's Edict	One of your units can't attack or be attacked this turn.		WOTC, REB, EP456
Han Solo (F)	ESB	Han_Solo_F	L	Character	Rebel Smuggler	5	40	5	5	U	102		When Han attacks, each player rolls one of his or her dice. the player who rolls higher gains 2 Force. If it's a tie, you gain 4 Force. | Accuracy 1		WOTC, REB, EP456
Hoth Icefields	ESB	Hoth_Icefields	N	Location	Ground	1				U	103	All dice are rolled in the order the controller of the card chooses. There is one total damage prevention play or pass chance, then one total damage placement POP, and then one total unit discard POP, not one for each unit.	When the Ground battle step starts, Hoth Icefields does 2 dice of damage to each unit in the Ground arena.		WOTC, REB, EP456
