Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification
Force Dyad (C)	BAE	BAE016_Force_Dyad_C	L	Ground/Character	Resistance Jedi Padawan Squad	8	60	7	5	R	16		Stack: Ben and Rey. | Upkeep: Gain 1 Force. | Remove a Ben Solo unit card from Force Dyad's stack from the game -> Remove 2 counters of any type from Rey. | Remove a Rey unit card from Force Dyad's stack from the game -> Gain 2 Force. | Pay 3 Force -> Evade 3		RES
Force Lighting Strike	BAE	BAE017_Force_Lightning_Strike	N	Battle						R	17		Pay X Force -> One of your unique Force Sensitive, Jedi, or Sith Characters gets Ion Cannon X until end of its first attack this turn.		RES
Force Transference	BAE	BAE018_Force_Transference	L	Equipment	Ground/Character - Trait	2				R	18		When one of your Jedi with a Lightsaber Weapon attached attacks, attach this Trait to that Jedi. | Equipped Jedi gets "Pay 1 Force -> Detach a Lightsaber Weapon from this unit and attach it to one of your other Jedi without paying its equip cost. Play only when that Jedi would attack."		RES
Fortitude (A)	BAE	BAE019_Fortitude_A	L	Space/Ground	Resistance Transport	6	30	2	5	R	19		[Tap], Move Fortitude from the Space arena to the Ground arena -> Each of your Resistance units in the Ground arena gets Ion Cannon X until end of turn, where X is that unit's power. Play only when Fortitude would attack. | Pay 1 Force -> Redirect		RES
Galaxy Fleet (C)	BAE	BAE020_Galaxy_Fleet_C	L	Space/Ground	Independent Fleet	15	10	12	12	R	20		Treat Galaxy Fleet as a Resistance unit. | Switch: Bombard 8/Ion Cannon 8 | Hidden Cost 12 | Fortitude | Pay 3 Force -> Absorb 3		RES
Getting the Trigger	BAE	BAE021_Getting_the_Trigger	N	Battle						R	21		Pay 3 Force -> One of your units in the Character arena gets Bombard 3 and Ion Cannon 3 until end of turn.		RES
Ghost (H)	BAE	BAE022_Ghost_H	L	Space	Lothal Rebel Resistance Transport	6	50	4	5	R	22		Stun 1 | Barrage 3 | Pay 3 Force -> Ghost gets Double Damage for this attack. | Pay 0 Force -> Evade 1		RES
Hate and Anger	BAE	BAE023_Hate_and_Anger	D	Mission - Trap		5				R	23		When one of your opponent's Force Sensitives or Jedi causes a Sith Lord to be discarded, put 8 corruption counters on that Force Sensitive or Jedi. Gain control of it until there are no corruption counters on it or there are more redemption than corruption counters on it. That unit gets "Upkeep: Remove 2 corruption counters from this unit." while you control it.		RES
Hynestian Star Cruiser	BAE	BAE024_Hynestian_Star_Cruiser	L	Space	Independent Cruiser	9	30	6	6	R	24		Armor | Surge 2 | Bombard 2 | Pay 2 Force -> Retaliate 4		RES
In the Night, Find the Light	BAE	BAE025_In_the_Night_Find_the_Light	L	Mission - Trap		2				R	25		When one of your unique units is damage (after damage prevention), gain X+2 Force, where X is the number of cards in that unit's stack. | Discard 2 cards from your hand -> Meditate, and you may draw a card.		RES
In Your Blood	BAE	BAE026_In_Your_Blood	N	Equipment	Character - Trait	2				R	26		When one of your Force Sensitive, Jedi, or Sith Characters is attached, attach this Trait to that Character and choose one: Gain 2 Force. Or: Put 2 corruption counters on a unit. | Equipped Character gets "Forewarning: Gain 1 Force or put 1 corruption counter on a unit."		RES
Inferno Squad (C)	BAE	BAE027_Inferno_Squad_C	L	Space/Ground	Resistance Soldier Squad - Squadron	8	50	6	6	R	27		Switch: Resilience 2/Area Damage 4 | When you deploy or move Inferno Squad into an arena, you may do 2 dice of damage to one of your opponent's units in that arena. | Pay 2 Force -> Deflect 1 and Evade 1 | Pay 2 Force -> Intercept		RES
Ion Cannon	BAE	BAE028_Ion_Cannon	D	Equipment	Space/Ground - Artillery Weapon	2				R	28		Pay 2 build points -> Equipped Capital Ship gets the Ground card type and Ion Cannon 5. | Equipped Steadfast also gets Riposte 2 when being attacked from another arena.		RES
Jannah (C)	BAE	BAE029_Jannah_C	L	Ground/Character	Force Sensitive Resistance Warrior	7	50	5	5	R	29		Cunning | Lucky 2 | Ion Cannon 5 | Each of your other Resistance Warriors gets Lucky 1		RES
Jedi Spirits (B)	BAE	BAE030_Jedi_Spirits_B	L	Ground/Character	Jedi Spirit Squad	5	10	0	4	R	30		Stack: Any Jedi Spirit. | Jedi Spirits doesn't count toward controlling any arena. | Prevent all damage to and from Jedi Spirits. | Each of your Jedi in this arena gets +1 power for each card in Jedi Spirits' stack.		RES
Kloss Resistance Assault Force	BAE	BAE031_Kloss_Resistance_Assault_Force	L	Space	Resistance Fleet	9	40	6	8	R	31		Hidden Cost 5 | Resilience 2 | Pay 2 Force -> Absorb 2 | Pay 2 Force -> Protect 2		RES
MC75C Star Cruiser	BAE	BAE032_MC75C_Star_Cruiser	L	Space	Independent Mon Calamari Aquatic Cruiser	8	40	5	6	R	32		Reduced Cost 7: If you have a Mon Calamari in the Character arena or piloting in any arena. | Cunning | Damage Control 1 | Shields 2		RES
Millennium Falcon (H2)	BAE	BAE033_Millennium_Falcon_H2	L	Space/Ground	Resistance Transport	7	70	5	5	R	33		Switch: Shields 1/Parry 1 | Lucky 1 | Whenever one of your units uses Protect, you may draw a card. | Pay 1 Force -> Protect 1		RES
More of Us	BAE	BAE034_More_of_Us	L	Equipment	Space/Ground - Skill	2				R	34		Pay 2 Force -> Equip | Equipped unique Fleet or Squadron gets Inspiration. | Equipped Galaxy Fleet also gets "Each of your Space units costs 1 less build counter to deploy."		RES
Our Chance	BAE	BAE035_Our_Chance	L	Mission - Trap		2				R	35		When the roll for build points is made, your opponent's units can't move to a different arena or attack units in a different arena until end of turn. | Enhance: If there is at least 1 more build counter on Our Chance, choose one: Each of your opponent's units also can't retreat until end of turn. Or: Tap a unit in any arena.		RES
Palpatine's Disciples (B)	BAE	BAE036_Palpatine_s_Disciples_B	D	Ground	Final Order Sith Eternal Cultist Squad	5	30	3	5	R	36		Stack: Any unique Sith Character. | Upkeep: Gain 1 Force for each unique Sith Character unit card in Palpatine's Disciples' stack. | Parry 1		RES
Palpatine's Guard (A)	BAE	BAE037_Palpatine_s_Guard_A	D	Ground/Character	Final Order Sith Eternal Bodyguard Squad	6	50	5	5	R	37		Switch: Riposte 1/Fury 1 | As long as Emperor Palpatine is in any arena, Palpatine's Guard gets +2 power and "Pay 2 Force -> Protect 2." | Pay 2 build points -> Take 1 50/3/2 Sovereign Protector Subordinate with "Riposte 1" and put it into the Ground or Character arena. Play only during your build step.	<s><l>Pay 2BP to spawn Sovereign Protector</l><f>/spawn Sovereign Protector;/player stat2 -2;/s pays 2BP to spawn a Sovereign Protector Subordinate using Palpatine's Guard (A)</f></s>	RES
Poe Dameron (O)	BAE	BAE038_Poe_Dameron_O	L	Character	Resistance Officer	8	50	5	6	R	38		Accuracy 1 | Inspiration | Each of your other Resistance units gets Accuracy 1 and Avenge 2. | Pay 1 Force -> Persuade 1		RES
Poe's Starfighter (F)	BAE	BAE039_Poe_s_Starfighter_F	L	Space/Ground	Resistance Starfighter	6	60	3	3	R	39		Switch: Shields 1/Velocity 10 | Accuracy 1 | Each of your opponent's units in this arena gets Backfire 3 when attacking a tapped unit. | Pay 0 Force -> Absorb 1		RES
Resistance Assault Wing	BAE	BAE040_Resistance_Assault_Wing	L	Space	Resistance Squadron	8	50	4	6	R	40		Bounty: Tap one of your opponent's units in the Space or Ground arena. | Critical Hit 1 | Double Strike		RES
Resistance Boarding Party	BAE	BAE041_Resistance_Boarding_Party	L	Ground	Resistance Soldier Squad	3	50	3	3	R	41		Whenever all hits are rolled for this unit's attack, do 1 damage to the defending unit. | As long as you control the Ground arena, this unit gets Ion Cannon 4.		RES
Resistance Heroes (D)	BAE	BAE042_Resistance_Heroes_D	L	Ground	Resistance Jedi Officer Squad	7	50	5	6	R	42		Bounty: You may remove up to 3 counters of any type from a unique unit in any arena. | If you do, gain 1 Force for each counter removed this way. | Lucky 2 | Pay 1 Force -> Evade 2		RES
Resistance High Command (C)	BAE	BAE043_Resistance_High_Command_C	L	Ground	Resistance Officer Squad	7	30	4	7	R	43		Each of your Resistance units costs 1 less build counter to deploy. | Reserves: Pay 2 Force -> One of your non-Officer Resistance Characters gets the Officer subtype and +1 health until end of game.		RES
Resistance Mixed Battle Group	BAE	BAE044_Resistance_Mixed_Battle_Group	L	Space	Independent Squadron	8	40	6	6	R	44		Treat this unit as a Resistance unit. | Alternative Cost: Pay 2 build points, pay 3 Force, tap 2 of your Space units with different names. | Accuracy 1 | Lucky 1 | Pay 3 Force -> Evade 2		RES
Resistance N-1 Starfighter	BAE	BAE045_Resistance_N_1_Starfighter	L	Space	Resistance Naboo Starfighter	3	60	3	3	R	45		Hidden Cost 2 | As long as you have another Naboo or Resistance Starfighter in the Space arena, this unit gets Riposte 1, Resilience 1, and "Pay 1 Force -> Retaliate 1."		RES
Resistance Reborn	BAE	BAE046_Resistance_Reborn	L	Resource		4				R	46		Each of your Independent and/or Space units/unit cards gets the Resistance subtype. | Add 2 counters -> Gain 1 Force and draw a card. Play only during your build step. | Remove 6 counters -> Each of your Resistance units gets +2 power until end of turn.		RES
Resistance Troop Transport	BAE	BAE047_Resistance_Troop_Transport	L	Space/Ground	Resistance Transport	5	30	2	4	R	47		[Tap], Pay 1 build point, move this unit from the Space arena to the Ground arena -> Each of your Resistance Soldiers and Squads costs 1 less build counter/point to deploy or put into its arena until end of turn. Play only during your build step. | Pay 2 build points -> Take 1 50/3/2 Resistance Assault Team Subordinate and put it into the Ground arena. Play only during your build step.	<s><l>Pay 2BP to spawn Resistance Assault Team</l><f>/spawn Resistance Assault Team;/player stat2 -2;/s pays 2BP to spawn a Resistance Assault Team Subordinate using Resistance Troop Transport</f></s>	RES
Resistance Victory	BAE	BAE048_Resistance_Victory	L	Mission		3				R	48		When this turn ends, if you control the Space arena and have Galaxy Fleet and Rey in any arena, and if your opponent doesn't have a unique Sith in the Character arena, you win the game.		RES
Rey (Q)	BAE	BAE049_Rey_Q	L	Character	Resistance Jedi Padawan	9	60	7	5	R	49		Lucky 2 | Parry 2 | Pay 2 Force, put 2 corruption counters on Rey -> Rey gets Fury 2 and Overkill until end of turn. | Pay 2 Force -> Evade 2		RES
Sith Eternal	BAE	BAE050_Sith_Eternal	D	Resource		4				R	50		Each of your First Order and/or Space units/unit cards gets the Final Order subtype. | Add 2 counters -> Gain 1 Force and draw a card. Play only during your build step. | Remove 6 counters -> Each of your Final Order units gets +2 power until end of turn.		RES
Sith Eternal Troop Transport	BAE	BAE051_Sith_Eternal_Troop_Transport	D	Space/Ground	Final Order Sith Eternal Transport	5	30	2	4	R	51		[Tap], Pay 1 build point, move this unit from the Space arena to the Ground arena -> Each of your Final Order Stormtroopers and Squads costs 1 less build counter/point to deploy or put into its arena until end of turn. Play only during your build step. | Pay 2 build points -> Take 1 50/3/2 Final Order Defense Team Subordinate and put it into the Ground arena. Play only during your build step.	<s><l>Pay 2BP to spawn Final Order Defense Team</l><f>/spawn  Final Order Defense Team;/player stat2 -2;/s pays 2BP to spawn a Final Order Defense Team Subordinate using Sith Eternal Troop Transport</f></s>	RES
Steadfast (C)	BAE	BAE052_Steadfast_C	D	Space	Final Order Sith Eternal Capital Ship - Flagship	11	30	9	9	R	52		Shields 2 | Bombard 6 | Each of your Space units' activated abilities costs 1 less Force to play. Abilities that cost 1 or more Force can't cost less than 1 Force.		RES
Steadfast Navigation Tower (A)	BAE	BAE053_Steadfast_Navigation_Tower_A	D	Equipment	Space/Ground - Device	2				R	53		Pay 1 build point -> Equip | Equipped Capital Ship with a Pilot or Flagship gets "When the Space battle step starts, put 1 mastery counter on each of your Final Order Capital Ships and Fleets." and "Each of your Final Order Capital Ships and Fleets gets +X times 10 speed and +X power, where X is the number of mastery counters on it."		RES
Tantive IV (F)	BAE	BAE054_Tantive_IV_F	L	Space	Resistance Diplomat Capital Ship	6	40	3	5	R	54		Alternative Cost: Pay 5 Force, tap one of your Jedi in the Space arena. | Shields 1 | Stealth | Whenever Tantive IV is attacked, your opponent loses 1 Force.		RES
Their Fleet is Stuck!	BAE	BAE055_Their_Fleet_is_Stuck	L	Mission - Trap		2				R	55		When your opponent		RES
Throne of the Sith (B)	BAE	BAE056_Throne_of_the_Sith_B	D	Equipment	Character - Device	2				R	56		Pay 2 Force, discard a card from your hand -> Equip | Equipped unique Sith Lord gets Intimidation. | Equipped Emperor Palpatine also gets "Upkeep: Put 1 corruption counter on a unit in this arena." and "Each unit gets Fury 1 when attacking Emperor Palpatine."		RES
TIE Dagger	BAE	BAE057_TIE_Dagger	D	Space	Final Order Sith Eternal Starfighter	3	50	3	2	R	57		Velocity 20 | Fury 1 | Precision | Pay 1 Force -> Absorb 1		RES
TIE Dagger Squadron	BAE	BAE058_TIE_Dagger_Squadron	D	Space	Final Order Sith Eternal Squadron	5	50	6	6	R	58		This unit gets -1 power for each damage counter on it. | Critical Hit 1 | Precision		RES
Wrobie's Starfighter (A)	BAE	BAE059_Wrobie_s_Starfighter_A	L	Space	Resistance Starfighter	3	50	3	3	R	59		Velocity 20 | Focus 1 | Precision | Pay 0 Force -> Evade 1. Play only if you have another Starfighter in this arena.		RES
Zorii Bliss (C)	BAE	BAE060_Zorii_Bliss_C	L	Character	Independent Crime Lord - Smuggler	5	50	5	5	R	60		[Pilot] Starfighter Pilot. The Starfighter gets: *Cunning *Lucky 3 *This unit gets Critical Hit 2 when attacking a Capital Ship or Fleet.		RES
A Feeling	BAE	BAE061_A_Feeling	L	Battle						U	61		Pay X Force, choose a unit, and choose a number -> Roll a die. If you roll the chosen number, put 2 damage counters on the chosen unit. You may reroll the die up to X times until you roll the chosen number. Play only when no unit is attacking.		RES
Aftab Ackbar (B)	BAE	BAE062_Aftab_Ackbar_B	L	Character	Aquatic Mon Calamari Resistance Officer	4	40	4	4	U	62		[Pilot] Starfighter Pilot. The Starfighter gets: *Mon Calamari Resistance subtype *Velocity 30 *Accuracy 1		RES
Air Support	BAE	BAE063_Air_Support	N	Battle						U	63		Pay 2 Force -> Up to 2 of your Starfighters or Squadron gets Bombard X until end of turn, where X is that unit's power.		RES
Allegiant General Enric Pryde (D)	BAE	BAE064_Allegiant_General_Enric_Pryde_D	D	Character	Final Order Officer	5	30	3	5	U	64		[Pilot] Capital Ship Pilot. The Capital Ship gets: *Pay up to 3 Force -> Search your deck for a Final Order unit card, reveal it, and put it into your build zone with X build counters on it, where X is the amount of Force paid for this ability. Shuffle your deck. Play only during your build step.		RES
Allegiant General Enric Pryde (E)	BAE	BAE065_Allegiant_General_Enric_Pryde_E	D	Character	Final Order Officer	5	30	3	5	U	65		Alternative Cost: Discard 2 cards from your hand, pay 2 Force, tap one of your unique Sith. | [Pilot] Fleet Pilot. The Fleet gets: *Each of your Final Order units and Pilots gets the Sith Eternal subtype, Velocity 20, Precision. *Pay 2 Force -> Absorb 2		RES
Ap'lek (A)	BAE	BAE066_Ap_lek_A	D	Character	Force Sensitive Final Order Ren Knight	4	40	4	4	U	66		Hidden Cost 2 | Cunning | Stealth		RES
Assault on Exegol	BAE	BAE067_Assault_on_Exegol	L	Mission - Campaign		2				U	67		When each battle phase starts, if a Location is in play, choose an arena with a Location or a Jedi. Each of your units in the chosen arena gets "Foresight: Draw a card.", Precision, and Area Damage 2 until end of turn.		RES
Barrage	BAE	BAE068_Barrage	N	Battle						U	68		Pay X Force -> One of your Capital Ships or Fleets gets Barrage X until the end of its first attack this turn. | Enhance: Pay 2 more Force -> Also, discard the Location from the Character arena.		RES
Battle Plans	BAE	BAE069_Battle_Plans	N	Resource		3				U	69		Add 2 counters -> One of your units gets Barrage 2 until end of turn. | Remove 4 counters -> Search your deck for a Battle card, reveal it, and put it into your hand. Shuffle your deck.		RES
BB-8 (H)	BAE	BAE070_BB_8_H	L	Ground/Character	Resistance Astromech Droid	4	40	2	3	U	70		Switch: Lucky 2/Stun 2 | Velocity 20 | [Tap] -> Disrupt an activated ability from a unit in this arena.		RES
Beaumont Kin (B)	BAE	BAE071_Beaumont_Kin_B	L	Character	Resistance Soldier - Historian	4	30	3	5	U	71		When one of your piloted units attacks, you may give it +5 power for that attack. If you do, it does 2 damage to itself when the attack ends. Play only once per turn.		RES
Captain Temmin Wexley (C)	BAE	BAE072_Captain_Temmin_Wexley_C	L	Character	Resistance Officer	3	30	3	3	U	72		[Pilot] Starfighter Pilot. The Starfighter gets: *+1 power *Just before this unit is discarded, each of your other units in this arena gets Avenge 2 until end of turn.		RES
Cardo (A)	BAE	BAE073_Cardo_A	D	Character	Force Sensitive Final Order Ren Knight	4	60	4	4	U	73		When Cardo's attack ends, if he tapped and did no damage after damage prevention for that attack, you may choose a unit that he can attack. Cardo attacks the chosen unit. | Cardo gets +1 power for each Equipment attached. | Pay 2 Force -> Evade 2		RES
Chewbacca (H2)	BAE	BAE074_Chewbacca_H2	L	Character	Wookie Resistance Soldier	7	40	6	6	U	74		Avenge 4 | Resilience 3 | Pay 3 Force -> Retaliate 6		RES
Comeuppance (B)	BAE	BAE075_Comeuppance_B	L	Space	Independent Crime Lord Starfighter	4	50	3	4	U	75		Lucky 2 | Stun 2 | INSERT: Whenever damage from Comeuppance causes a unit to be discarded, remove that card from its owner's discard pile from the game.		RES
Crown Cannon	BAE	BAE076_Crown_Cannon	D	Equipment	Space/Ground - Artillery Weapon	2				U	76		Pay 2 build points -> Equipped Capital Ship gets Barrage 5		RES
Dreanna Conunda (A)	BAE	BAE077_Dreanna_Conunda_A	L	Character	Resistance Officer	4	30	2	4	U	77		[Pilot] Transport Pilot. The Transport gets: *Pay 1 build point -> Take 1 50/3/2 Resistance Assault Team Subordinate and put it into the Ground arena. Play only during your build step.	<s><l>Pay 1BP to spawn Resistance Assault Team</l><f>/spawn Resistance Assault Team;/player stat2 -1;/s pays 1BP to spawn a Resistance Assault Team Subordinate using Dreanna Conunda (A)</f></s>	RES
EF76 Nebulon-B Escort Frigate	BAE	BAE078_EF76_Nebulon_B_Escort_Frigate	L	Space	Independent Capital Ship	7	20	5	5	U	78		Armor | Shields 1 | When this unit is discarded, you may draw 2 cards. If you do, discard a card from your hand.		RES
Emperor Palpatine (Z)	BAE	BAE079_Emperor_Palpatine_Z	D	Character	Final Order Clone Dark Jedi Master - Sith Lord	9	40	6	6	U	79		Ion Cannon 9 | Overkill | Pay 1 Force -> Evade 3		RES
Exegol Atmosphere	BAE	BAE080_Exegol_Atmosphere	D	Location	Space/Ground - Sith Eternal Exegol Landscape	1				U	80		Each unit in this arena loses Shields and can't gain Shields.		RES
Exegol Battlefield	BAE	BAE081_Exegol_Battlefield	N	Location	Ground - Sith Exegol Battlefield	2				U	81		Each non-multi-arena unit in the Space arena gets Bombard 2. | Each non-multi-arena unit in the Ground arena gets Ion Cannon 2.		RES
Final Order Fleet Squadron	BAE	BAE082_Final_Order_Fleet_Squadron	D	Space	Final Order Sith Eternal Squadron	5	60	4	5	U	82		Reduced Cost 4: If you have a Fleet in any arena. | When this unit is discarded, gain 1 Force, and if you have a Fleet in any arena, return this card to your hand. | Pay 1 Force -> Intercept		RES
Final Order Jetpack Commando	BAE	BAE083_Final_Order_Jetpack_Commando	D	Ground	Final Order Sith Eternal Stormtrooper	4	50	3	4	U	83		Accuracy 1 | Barrage 2		RES
Final Order Sith Fleet (D)	BAE	BAE084_Final_Order_Sith_Fleet_D	D	Space/Ground	Final Order Sith Eternal Fleet	11	10	10	10	U	84		Intimidation | Overkill | INSERT: Surge 1		RES
Final Order TIE Squadron	BAE	BAE085_Final_Order_TIE_Squadron	D	Space	Final Order Sith Eternal Squadron	6	60	4	5	U	85		Bounty: Take 1 50/3/2 Final Order TIE Detachment Subordinate with "Accuracy 1" and put it into the Space arena. | Double Strike | Pay 1 Force -> Ambush 2	<s><l>Spawn Final Order TIE Detachment</l><f>/spawn Final Order TIE Detachment;/s spawns a Final Order TIE Detachment subordinate as Bounty from Final Order TIE Squadron</f></s>	RES
Finishing Move	BAE	BAE086_Finishing_Move	D	Mission - Trap		3				U	86		When one of your Capital Ships or Fleets attacks a unit in a different arena, that Capital Ship or Fleet gets +2 power and Overkill until it is discarded		RES
Fortitude (B)	BAE	BAE087_Fortitude_B	L	Space/Ground	Resistance Transport	6	30	2	5	U	87		Switch: Shields 1/Armor | Each of your Pilots gets Fortitude. | [Tap] -> Search your deck for a Resistance Squad unit card, reveal it, and put it into your build zone with 1 build counter on it. Shuffle your deck. Play only during your build step.		RES
Free Virgillia-Class Bunkerbuster	BAE	BAE088_Free_Virgillia_Class_Bunkerbuster	L	Space	Independent Capital Ship - Cruiser	5	30	4	4	U	88		Precision | Shields 1 | Barrage 3		RES
Galaxy Fleet (D)	BAE	BAE089_Galaxy_Fleet_D	L	Space/Ground	Independent Fleet	11	20	10	10	U	89		Treat Galaxy Fleet as a Resistance unit. | Switch: Overkill/Shields 2 | Pay 2 build points -> Take 1 50/3/2 Fighter Craft Subordinate with "Surge 1" and put it into this arena. Play only during your build step. | INSERT: Surge 1	<s><l>Pay 2BP to spawn Fighter Craft</l><f>/spawn Fighter Craft;/player stat2 -2;/s pays 2BP to spawn a Fighter Craft Subordinate using Galaxy Fleet (E)</f></s>	RES
General's Leadership	BAE	BAE090_General_s_Leadership	L	Equipment	Character - Trait	2				U	90		When you have a Resistance unit card in your discard pile attach, this Trait to a unique Resistance Officer in the Character arena. | Equipped unique Resistance Officer gets Inspiration.		RES
Jannah (D)	BAE	BAE091_Jannah_D	L	Character	Force Sensitive Resistance Warrior	5	40	4	5	U	91		When you deploy Jannah, you may return a Creature card from your discard pile to your hand. | [Pilot] Creature Pilot. The Creature gets: *Critical Hit 2 *Each of your piloted Creatures gets +2 power.		RES
Jannah's Tribe (B)	BAE	BAE092_Jannah_s_Tribe_B	L	Ground	Resistance Creature Warrior Squad	6	50	5	5	U	92		Lucky 2 | Ion Cannon 5 | Jannah's Tribe gets Fury 2 when attacking a Dark Side unit.		RES
Kef Bir Rider	BAE	BAE093_Kef_Bir_Rider	L	Character	Resistance Warrior	3	40	2	3	U	93		Critical Hit 1 | [Pilot] Creature Pilot. The Creature gets: *+10 speed *+2 power		RES
Knights of Ren (D)	BAE	BAE094_Knights_of_Ren_D	D	Character	Force Sensitive Final Order Ren Knight Squad	6	60	5	5	U	94		Stack: Any unique Ren. | Knights of Ren can have more than 4 cards in its stack. | Bounty: Draw X cards, where X is the number of cards in Knights of Ren's stack. | Pay 2 Force -> Absorb 2		RES
Lando Calrissian (Y)	BAE	BAE095_Lando_Calrissian_Y	L	Character	Resistance Officer - Smuggler	6	40	4	4	U	95		[Pilot] Fleet and Transport Pilot. The Fleet or Transport gets: *Velocity 30 *Lucky 3 *Whenever you deploy a Space unit, gain 1 Force. *Pay 0 Force -> Protect 1		RES
Nien Numb (C)	BAE	BAE096_Nien_Numb_C	L	Character	Sullustan Resistance Officer	3	20	3	3	U	96		[Pilot] Capital Ship Pilot. The Capital Ship gets: *Pay X Force -> Take 1 Resistance Subordinate with printed power X and put it into its arena. Play only if your opponent has more units that you do in that arena and only when the battle phase starts.		RES
Our Last Stand	BAE	BAE097_Our_Last_Stand	L	Mission		3				U	97		To complete Our Last Stand, you must also remove X unit cards from your discard pile from the game, where X is 9 or less. Each of your units with printed power 2 or more gets +X power and Avenge 2 until end of turn.		RES
Palpatine's Guard (B)	BAE	BAE098_Palpatine_s_Guard_B	D	Character	Final Order Sith Eternal Bodyguard Squad	6	50	5	5	U	98		Riposte 1 | Palpatine's Guard gets Backfire 3 when attacking a Jedi. | Emperor Palpatine gets "Forewarning: Prevent up to 2 damage to Palpatine." | Pay 1 Force -> Retaliate 3		RES
