Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification	DraftRarity
Darth Sidious (A)	AOTC	Darth_Sidious_A	D	Character	Dark Jedi Master	8.0	40.0	5.0	6.0	R	13.0	Text erratum	"When the battle phase ends, if Sidious is in the Character arena, you gain +1 Force. | As long as Sidious is in the Character arena, your opponent builds all cards face up. The cards are still considered ""face-down"". | Pay 2 Force -> Evade 3"		WOTC, REP, CW	
Darth Tyranus (A)	AOTC	Darth_Tyranus_A	D	Character	Dark Jedi Master	9.0	50.0	7.0	5.0	R	14.0		Pay 1 Force -> Tyranus gets +2 power for this attack. | Pay 3 Force -> Evade 3 | Pay 2 Force -> Deflect 1		WOTC, REP, CW	
Destruction of Hope	AOTC	Destruction_of_Hope	D	Mission		2.0				R	15.0		Your opponent chooses and discards 2 cards from his or her hand. You gain +1 Force.		WOTC, REP, CW	
Dexter Jettster (A)	AOTC	Dexter_Jettster_A	N	Character	Diner Owner	4.0	50.0	1.0	4.0	R	16.0		[tap] -> One of your Characters gets +3 power until the end of battle. Play only when Dexter would attack.		WOTC, REP	
Geonosian Sentry	AOTC	Geonosian_Sentry	D	Character	Geonosian Soldier	6.0	40.0	4.0	4.0	R	17.0		As long as this unit is in the Character arena, each of your other Geonosians gets +10 speed.		WOTC, REP, CW	
Hero's Duty	AOTC	Heros_Duty	L	Battle						R	18.0		Pay 4 Force -> One of your units gets +5 power for this attack. When this attack ends, discard that unit.		WOTC, REP, CW	
Hero's Flaw	AOTC	Heros_Flaw	N	Battle						R	19.0		Pay 3 Force -> Choose one of your opponents Characters. This turn, each of your Characters get Critical Hit 2 as long as he or she is attacking that Character.		WOTC, REP, CW	
Interference in the Senate	AOTC	Interference_in_the_Senate	D	Battle						R	20.0		Pay 10 Force -> Choose an arena. Each of your opponent's units in that arena gets -20 speed and -2 power until the end of battle.		WOTC, REP	
Jango Fett (A)	AOTC	Jango_Fett_A	D	Character	Bounty Hunter	8.0	60.0	7.0	6.0	R	21.0		As long as Jango is attacking a Jedi, he gets Critical Hit 2.		WOTC, REP	
Jango Fett (B)	AOTC	Jango_Fett_B	D	Character	Bounty Hunter	6.0	60.0	6.0	4.0	R	22.0		As long as Jango is attacking a Jedi, he gets +1 power and Critical Hit 1.		WOTC, REP	
Jar Jar Binks (A)	AOTC	Jar_Jar_Binks_A	L	Character	Gungan Diplomat	3.0	40.0	2.0	2.0	R	23.0		When your opponent rolls one or more dice in an attack on Jar Jar, you may reroll any of those dice.		WOTC, REP	
Jedi Call for Help	AOTC	Jedi_Call_for_Help	L	Mission		3.0				R	24.0	Text erratum (Separating effects)	You may complete this Mission only if you have a Jedi in the Character arena. | Search your deck. You may take a unit card from your deck. Show it to your opponent and put it into your hand. Then shuffle your deck.		WOTC, REP	
Jedi Council Summons	AOTC	Jedi_Council_Summons	L	Mission		2.0				R	25.0		Search your deck. You may take a Jedi card from your deck. Show it to your opponent and put it into your hand. Then shuffle your deck and gain +1 Force.		WOTC, REP, CW	
Jedi Knight's Deflection	AOTC	Jedi_Knights_Deflection	L	Battle						R	26.0		Pay 6 Force -> Prevent up to 2 damage to one of your units. That unit may do that much damage to a unit of your choice in the same arena.		WOTC, REP	
Lama Su (A)	AOTC	Lama_Su_A	N	Character	Kaminoan Diplomat	4.0	20.0	3.0	3.0	R	27.0	While both players have Lama in play, the effect is doubled, making all clones cost -2 BP to deploy, instead of just -1 BP to deploy.	As long as Lama is in the Character arena, each Clone costs 1 fewer build counter to deploy.		WOTC, REP, CW	
Luxury Airspeeder	AOTC	Luxury_Airspeeder	N	Ground	Coruscant Speeder	3.0	60.0	2.0	2.0	U	28.0		As long as this unit is in the Ground arena, each of your other Ground units get +10 speed.		WOTC, REP	
A Moment's Rest	AOTC	A_Moments_Rest	L	Mission		3.0				R	29.0		Choose one of your units. Prevent all damage to that unit this turn.		WOTC, REP	
Naboo Defense Station	AOTC	Naboo_Defense_Station	L	Ground	Naboo Fortification	8.0	10.0	6.0	12.0	R	30.0				WOTC, REP	
Obi-Wan Kenobi (A)	AOTC	Obi_Wan_Kenobi_A	L	Character	Jedi Knight	7.0	40.0	6.0	7.0	R	31.0	Obi-Wan can be discarded to prevent the damage to himself to gain an amount of Force equal to the damage done. 	Pay 2 Force -> Evade 2 | Discard Obi-Wan from the Character arena -> Prevent all damage to one of your Characters. Then you gain additional Force equal to the damage prevented.		WOTC, REP, CW, REB	
Obi-Wan's Starfighter (A)	AOTC	Obi_Wans_Starfighter_A	L	Space	Jedi Starfighter	4.0	50.0	3.0	3.0	R	32.0		Critical Hit 2 | When the battle phase starts, if Obi-Wan's Starfighter is in the Space arena, remove all damage counters from Obi-Wan's Starfighter.		WOTC, REP, CW, REB	
Order Here	AOTC	Order_Here	N	Mission		2.0				R	33.0		Each Battle card costs 3 more Force to play this turn. (Battle cards with no Force cost now cost 3 Force to play.)		WOTC, REP	
Padme Amidala (A)	AOTC	Padme_Amidala_A	L	Character	Naboo Diplomat	5.0	60.0	4.0	4.0	R	34.0		As long as Padme is in the Character arena, each of your Jedi gets +10 speed and Anakin Skywalker gets +2 power.		WOTC, REP, CW	
Padme Amidala (B)	AOTC	Padme_Amidala_B	L	Character	Naboo Diplomat	4.0	40.0	3.0	2.0	R	35.0	If no roll for build points is made, Padme's ability has no effect.	When the roll for build points is made, if Padme is in the Character arena, the Dark Side gets -1 build point this turn.		WOTC, REP	
Padme's Yacht (A)	AOTC	Padmes_Yacht_A	L	Space	Naboo Transport	5.0	40.0	3.0	5.0	R	36.0		Shields 1		WOTC, REP	
Plo Koon (A)	AOTC	Plo_Koon_A	L	Character	Kel Dor Jedi Master	6.0	50.0	5.0	5.0	R	37.0		As long as you have another Jedi in the Character arena, Plo gets +1 power. | Pay 2 Force -> Evade 2		WOTC, REP, CW	
Plot the Secession	AOTC	Plot_the_Secession	D	Mission		3.0				R	38.0		Discard your hand. Then draw 5 cards.		WOTC, REP, CW	
Power Dive	AOTC	Power_Dive	N	Battle						R	39.0		Pay 3 Force -> Untap one of your tapped Starfighters in the Space arena or tapped Speeders in the Ground arena.		WOTC, REP	
Queen Jamillia (A)	AOTC	Queen_Jamillia_A	L	Character	Naboo Diplomat	4.0	30.0	3.0	2.0	R	40.0		[tap] -> Retreat one of your Diplomats. Play only when Jamillia would attack.		WOTC, REP, CW	
R2-D2 (A)	AOTC	R2_D2_A	L	Character	Astromech Droid	3.0	10.0	2.0	3.0	R	41.0		[tap] -> Each of your units in the Space arena gets Critical Hit 1 until end of battle. Play only during your build step.		WOTC, REP, CW	
San Hill (A)	AOTC	San_Hill_A	D	Character	IG Banking Clan Diplomat	2.0	20.0	1.0	2.0	U	42.0		[tap] -> You get +2 build points this turn. You opponent gets +1 build points this turn. Play only during you build step.	<s><l>Tap to gain 2BP and give your opponent 1BP</l><f>/cr90;/player stat2 +2;/player2 stat2 +1;/s taps San Hill (A) to gain 2BP and give their opponent 1BP</f></s>	WOTC, REP, CW	
Second Effort	AOTC	Second_Effort	N	Battle						R	43.0		Pay 5 Force -> Choose one or more of your attack dice. Reroll those dice.		WOTC, REP, CW	
Seek the Council's Wisdom	AOTC	Seek_the_Councils_Wisdom	L	Mission		2.0				R	44.0		You gain +4 Force.		WOTC, REP	
Shu Mai (A)	AOTC	Shu_Mai_A	D	Character	Commerce Guild Diplomat	3.0	30.0	3.0	2.0	U	45.0		[tap] -> Draw a card, then discard a card from your hand. Play only during your build step.		WOTC, REP, CW	
Slave I (A)	AOTC	Slave_1_A	D	Space	Patrol Ship	4.0	40.0	5.0	3.0	R	46.0		As long as Slave I is in the Space arena, your opponent can't retreat any Space units with damage counters on them during his or her retreat step.		WOTC, REP	
Spirit of the Fallen	AOTC	Spirit_of_the_Fallen	L	Battle						R	47.0		Pay 2 Force -> Each of you Characters gets +2 power until the end of battle. Play only if one of your Characters has been discarded from the Character arena this turn.		WOTC, REP, CW	
Target the Senator	AOTC	Target_the_Senator	D	Mission		3.0				R	48.0		When the battle phase starts, choose one of your opponent's units in any arena. Target the Senator does 4 dice of damage to that unit.		WOTC, REP	
Taun We (A)	AOTC	Taun_We_A	N	Character	Kaminoan Diplomat	2.0	20.0	2.0	3.0	R	49.0		As long as Taun is in the Character arena, each of your Clones gets +10 speed.		WOTC, REP, CW	
Trade Federation Battleship Core	AOTC	Trade_Federation_Battleship_Core	D	Ground	Trade Federation Fortification	9.0	10.0	10.0	12.0	R	50.0				WOTC, REP, CW	
Tyranus's Edict	AOTC	Tyranuss_Edict	D	Mission		3.0				R	51.0	Tyranus's Edict is compatible with Han Enchained.	Choose one of your units. As long as that unit is in an arena, your other units in that arena can't be attacked this turn.		WOTC, REP, CW	
Tyranus's Geonosian Speeder (A)	AOTC	Tyranuss_Geonosian_Speeder_A	D	Ground	Geonosian Speeder	6.0	40.0	2.0	1.0	R	52.0		[tap] -> Search your deck. You may take a Battle card from your deck. Show it to your opponent and put it into your hand. Then shuffle your deck. Play only during your build step.		WOTC, REP, CW	
Tyranus's Solar Sailer (A)	AOTC	Tyranuss_Solar_Sailer_A	D	Space	Geonosian Starfighter	4.0	60.0	2.0	2.0	R	53.0		Critical Hit 2 | When its attack ends, you may retreat Tyranus's Solar Sailer.		WOTC, REP, CW	
Tyranus's Wrath	AOTC	Tyranuss_Wrath	D	Battle						R	54.0		Pay 8 Force -> the attacking unit gets +7 power for this attack.		WOTC, REP, CW	
War Will Follow	AOTC	War_Will_Follow	D	Battle						R	55.0	Text erratum	Pay 3 Force -> Choose a Space unit in your opponent's build zone. Put that unit into the Space arena. If it's tapped, untap it.		WOTC, REP, CW	
Ward of the Jedi	AOTC	Ward_of_the_Jedi	L	Battle						R	56.0		Pay 4 Force -> Choose one of your units. That unit can't be attacked this turn as long as you have any other units in the same arena.		WOTC, REP, CW	
Windu's Solution	AOTC	Windus_Solution	L	Battle						R	57.0		Pay 2 Force -> One of your units gets +30 speed and +2 power until the end of battle.		WOTC, REP, CW	
Yoda (A)	AOTC	Yoda_A	L	Character	Jedi Master	9.0	40.0	6.0	6.0	R	58.0		When end the battle phase does, if Yoda in the Character arena is, +1 Force you gain. | 2 Force pay -> Evade 3 | 10 Force pay -> Deflect 3		WOTC, REP, CW	
Yoda's Intervention	AOTC	Yodas_Intervention	L	Battle						R	59.0		Pay 3 Force -> Prevent up to 3 damage to one of your units.		WOTC, REP, CW	
Zam Wesell (A)	AOTC	Zam_Wesell_A	D	Character	Clawdite Bounty Hunter	6.0	60.0	6.0	4.0	R	60.0		When the Character battle steps starts, if Zam is in the Character arena, choose one: remove 1 damage counter from Zam, or Zam gets Critical Hit 2 until end of battle.		WOTC, REP	
Acklay	AOTC	Acklay	D	Character	Geonosian Creature	3.0	40.0	3.0	3.0	U	61.0		As long as you have no other units in the Character arena, this unit gets +30 speed.		WOTC, REP, CW	
Anakin Skywalker (C)	AOTC	Anakin_Skywalker_C	L	Character	Jedi Padawan	5.0	60.0	5.0	4.0	U	62.0		Pay 2 Force -> Evade 2		WOTC, REP, CW	
Anakin's Inspiration	AOTC	Anakins_Inspiration	L	Battle						U	63.0		Pay 2 Force -> Choose an arena. Each of your units in that arena gets +20 speed until end of battle.		WOTC, REP, CW	
AT-TE Walker 23X	AOTC	AT_TE_Walker_23X	L	Ground	Republic Assault Walker	6.0	50.0	5.0	4.0	U	64.0		Critical Hit 2		WOTC, REP, CW	
AT-TE Walker 71E	AOTC	AT_TE_Walker_71E	L	Ground	Republic Assault Walker	6.0	60.0	5.0	4.0	R	65.0		Shields 1		WOTC, REP, CW	
Attract Enemy Fire	AOTC	Attract_Enemy_Fire	N	Battle						U	66.0		Pay 2 Force -> Choose one of your units in the same arena as the attacking unit. the attacking unit now attacks that unit instead of the original defending unit, unless that unit can't be attacked. Play this only before your opponent rolls attack dice.		WOTC, REP, CW	
C-3PO (A)	AOTC	C_3PO_A	L	Character	Protocol Droid	3.0	10.0	1.0	3.0	U	67.0		[tap], Discard 2 cards from your hand -> Draw 2 cards. Play only during your build step.		WOTC, REP, CW	
Capture Obi-Wan	AOTC	Capture_Obi_Wan	D	Mission		2.0				U	68.0		Your opponent loses 2 Force. You gain +2 Force.		WOTC, REP, CW	
Chancellor Palpatine (A)	AOTC	Chancellor_Palpatine_A	L	Character	Coruscant Diplomat	4.0	30.0	4.0	4.0	R	69.0	As long as Palpatine is in the Character arena has no significance.	As long as Palpatine is in the Character arena, each of your opponent's Characters gets -10 speed.		WOTC, REP	
Chase the Villain	AOTC	Chase_the_Villain	L	Mission		2.0				U	70.0		Your opponent can't retreat any Characters during his or her retreat step this turn.		WOTC, REP	
Cheat the Game	AOTC	Cheat_the_Game	N	Battle						U	71.0	This applies only to the current attack.	Pay 3 Force -> Reroll all your attack dice.		WOTC, REP, CW	
Cliegg Lars (A)	AOTC	Cliegg_Lars_A	L	Character	Tatooine Farmer	2.0	30.0	2.0	2.0	U	72.0		When you deploy Cliegg, you lose 1 Force.		WOTC, REP	
Clone Warrior 4/163	AOTC	Clone_Warrior_4_163	L	Character	Clone Soldier	4.0	40.0	4.0	4.0	U	73.0				WOTC, REP, CW	
Clone Warrior 5/373	AOTC	Clone_Warrior_5_373	L	Character	Clone Soldier	3.0	40.0	3.0	3.0	U	74.0				WOTC, REP, CW	
Commerce Guild Droid Platoon	AOTC	Commerce_Guild_Droid_Platoon	D	Ground	Commerce Guild Droid	7.0	30.0	5.0	6.0	U	75.0		Ion Cannon 3		WOTC, REP, CW	
Corde (A)	AOTC	Corde_A	L	Character	Naboo Handmaiden	2.0	30.0	2.0	1.0	U	76.0		Critical Hit 1 | Discard Corde from the Character arena -> Prevent all damage to any one non-Jedi Character.		WOTC, REP	
Coruscant Freighter AA-9 (A)	AOTC	Coruscant_Freighter_AA_9_A	N	Space	Independent Transport	7.0	20.0	1.0	8.0	U	77.0		[tap] -> Draw 3 cards, then discard 2 cards from your hand. Play only during your build step.		WOTC, REP, CW	
Dark Speed	AOTC	Dark_Speed	D	Battle						U	78.0		One of your units gets +30 speed until the end of battle.		WOTC, REP	
Darth Tyranus (B)	AOTC	Darth_Tyranus_B	D	Character	Dark Jedi Master	7.0	50.0	6.0	4.0	U	79.0		Pay 2 Force -> Tyranus gets Critical Hit 2 for this attack. | Pay 3 Force -> Evade 3		WOTC, REP, CW	
Departure Time	AOTC	Departure_Time	N	Mission		2.0				U	80.0		You may discard one of your units from any arena. If you do, you get +4 build points this turn.		WOTC, REP, CW	
Destroyer Droid, P Series	AOTC	Destroyer_Droid_P_Series	D	Character	Trade Federation Droid	7.0	40.0	5.0	4.0	U	81.0		When the Character battle step starts, if this unit is in the Character arena, choose one: this unit gets +20 speed, or this unit gets +2 power until the end of battle. | Shields 1		WOTC, REP, CW	
Down in Flames	AOTC	Down_in_Flames	N	Battle						U	82.0		Pay 4 Force -> Choose one of your opponent's Speeders in the Ground arena. Your opponent discards that Speeder.		WOTC, REP	
Droid Control Ship	AOTC	Droid_Control_Ship	D	Space	Trade Federation Capital Ship	9.0	10.0	9.0	9.0	U	83.0		As long as this unit is in the Space arena, each of your Droids gets +10 speed. | When this unit is discarded from the Space arena, it does 1 damage to each of your Droids in each arena.		WOTC, REP, CW	
Elan Sleazebaggano (A)	AOTC	Elan_Sleazebaggano_A	N	Character	Coruscant Merchant	3.0	50.0	3.0	1.0	R	84.0		As long as Elan is in the Character arena, each of your other Characters gets +20 speed. When the battle phase ends, Elan does 1 damage to each of your other Characters.		WOTC, REP	
Geonosian Guard	AOTC	Geonosian_Guard	D	Character	Geonosian Soldier	2.0	30.0	2.0	2.0	U	85.0				WOTC, REP, CW	
Geonosian Warrior	AOTC	Geonosian_Warrior	D	Character	Geonosian Soldier	3.0	50.0	3.0	2.0	U	86.0				WOTC, REP, CW	
Go to the Temple	AOTC	Go_to_the_Temple	L	Battle						U	87.0		Pay 2 Force -> Choose an arena. Retreat any number of your units in that arena. Play only if no unit is attacking.		WOTC, REP, CW	
Infantry Battle Droid, B1 Series	AOTC	Infantry_Battle_Droid_B1_Series	D	Character	Trade Federation Droid	2.0	40.0	2.0	1.0	U	88.0		When this unit is discarded from the Character arena, draw a card.		WOTC, REP, CW	
Jango Fett (C)	AOTC	Jango_Fett_C	D	Character	Bounty Hunter	5.0	60.0	4.0	4.0	U	89.0		As long as Jango is attacking a Jedi, he gets +2 power.		WOTC, REP	
Jawa Sandcrawler	AOTC	Jawa_Sandcrawler	N	Ground	Tatooine Sandcrawler	4.0	10.0	2.0	7.0	U	90.0		[tap] -> Draw 2 cards, then discard 2 cards from your hand. Play only during your build step.		WOTC, REP, CW	
Jedi Patrol	AOTC	Jedi_Patrol	L	Ground	Jedi Knight	3.0	30.0	3.0	3.0	U	91.0		[tap] -> Draw a card, then discard a card from your hand. Play only during your build step.		WOTC, REP, CW	
Kaminoan Guard	AOTC	Kaminoan_Guard	N	Character	Kaminoan Soldier	4.0	50.0	3.0	3.0	U	92.0		As long as there are one or more Clones in any arena, this unit gets +1 power.		WOTC, REP, CW	
Kit Fisto (A)	AOTC	Kit_Fisto_A	L	Character	Nautolan Jedi Master	5.0	40.0	4.0	5.0	U	93.0		Pay 2 Force -> Evade 2		WOTC, REP, CW	
Master and Apprentice	AOTC	Master_and_Apprentice	L	Battle						U	94.0		Pay 3 Force -> Up to 2 of your units each get +2 power until the end of battle.		WOTC, REP, CW	
Naboo Security Guard	AOTC	Naboo_Security_Guard	L	Character	Naboo Soldier	2.0	30.0	2.0	2.0	U	95.0				WOTC, REP, CW	
Naboo Spaceport	AOTC	Naboo_Spaceport	L	Ground	Naboo Fortification	9.0	10.0	7.0	9.0	U	96.0		Ion Cannon 4		WOTC, REP, CW	
Nexu	AOTC	Nexu	D	Character	Geonosian Creature	5.0	50.0	4.0	3.0	U	97.0	This unit increases the cost of all activated abilities. (Not just those with Force costs.)	As long as Nexu is in the Character arena, each activated ability of your opponent's units costs 1 more Force to play.		WOTC, REP, CW	
Nute Gunray (A)	AOTC	Nute_Gunray_A	D	Character	Trade Federation Diplomat	3.0	20.0	2.0	3.0	U	98.0		[tap] -> You opponents chooses and discards a card from his or her hand. Play only during your build step.		WOTC, REP, CW	
Obi-Wan Kenobi (B)	AOTC	Obi_Wan_Kenobi_B	L	Character	Jedi Knight	5.0	40.0	5.0	5.0	U	99.0		Pay 2 Force -> Obi-Wan gets Critical Hit 2 for this attack. | Pay 2 Force -> Evade 2 | Pay 1 Force -> Prevent 1 damage to Anakin Skywalker.		WOTC, REP, CW	
Padme Amidala (C)	AOTC	Padme_Amidala_C	L	Character	Naboo Diplomat	4.0	50.0	3.0	3.0	U	100.0		Put 1 damage counter on Padme and retreat her -> Prevent all damage to Padme.		WOTC, REP	
Poggle the Lesser (A)	AOTC	Poggle_the_Lesser_A	D	Character	Geonosian Diplomat	4.0	40.0	3.0	3.0	U	101.0		[tap] -> Choose one of your opponent's units in the Character arena. Tap that unit unless your opponent pays 3 Force. Play only when Poggle would attack.		WOTC, REP, CW	
Reek	AOTC	Reek	D	Ground	Geonosian Creature	3.0	50.0	2.0	2.0	U	102.0		[tap] -> Draw a card, then discard a card from your hand. Play only during your build step.		WOTC, REP, CW	
Republic Assault Ship	AOTC	Republic_Assault_Ship	L	Space	Republic Capital Ship	7.0	30.0	6.0	7.0	U	103.0		Bombard 2		WOTC, REP, CW	
Republic Cruiser	AOTC	Republic_Cruiser	L	Space	Republic Transport	4.0	30.0	4.0	3.0	C	104.0		Shields 1		WOTC, REP, CW	
Shaak Ti (A)	AOTC	Shaak_Ti_A	L	Character	Togruta Jedi Master	4.0	50.0	3.0	5.0	U	105.0		Pay 1 Force -> Evade 1		WOTC, REP, CW	
Ship Arrival	AOTC	Ship_Arrival	N	Mission		2.0				U	106.0		Choose Space, Ground, or Character. Reveal cards from the top of your deck until you reveal a unit card of that type. Put that card into your hand and shuffle the other revealed cards into your deck.		WOTC, REP, CW	
Splinter the Republic	AOTC	Splinter_the_Republic	D	Mission		1.0				U	107.0		Search your deck. You may take a card from your deck with the same name as one of your units in any arena. Show it to your opponent and put it into your hand. Then shuffle your deck.		WOTC, REP, CW	
Strength of Hate	AOTC	Strength_of_Hate	D	Battle						U	108.0		Pay 2 Force -> One of your units gets +3 power for this attack.		WOTC, REP	
Subtle Assassination	AOTC	Subtle_Assassination	D	Mission		3.0				U	109.0		Choose one of your opponent's units in the Character arena with power 3 or less. Your opponent discards that unit.		WOTC, REP	
Super Battle Droid 8EX	AOTC	Super_Battle_Droid_8EX	D	Character	Trade Federation Droid	5.0	40.0	5.0	5.0	U	110.0		As long as you have another Droid in any arena, this unit gets +10 speed and +1 power.		WOTC, REP, CW	
Trade Federation Battleship	AOTC	Trade_Federation_Battleship	D	Space	Trade Federation Capital Ship	6.0	10.0	4.0	6.0	U	111.0		Bombard 4		WOTC, REP, CW	
Trade Federation C-9979	AOTC	Trade_Federation_C_9979	D	Space	Trade Federation Transport	4.0	20.0	2.0	5.0	U	112.0		[tap] -> Draw a card. Play only during your build step.		WOTC, REP, CW	
Tyranus's Gift	AOTC	Tyranuss_Gift	D	Battle						U	113.0		Pay 3 Force -> the attacking unit gets -5 power for this attack.		WOTC, REP, CW	
Underworld Connections	AOTC	Underworld_Connections	L	Mission		1.0				U	114.0		Look at your opponent's hand. Then you gain +1 Force.		WOTC, REP, CW	
Wat Tambor (A)	AOTC	Wat_Tambor_A	D	Character	Techno Union Diplomat	4.0	30.0	2.0	3.0	U	115.0	If no roll for build points is made, Wat's ability has no effect.	When the roll for build points is made, if Wat is in the Character arena, the Light Side gets -1 build point this turn.		WOTC, REP, CW	
Watto (A)	AOTC	Watto_A	N	Character	Tatooine Merchant	4.0	20.0	3.0	3.0	U	116.0		When the battle phase ends, if Watto is in the Character arena, you may remove a damage counter from one of your Droids, Speeders, or Starfighters.		WOTC, REP, CW	
Weapon Response	AOTC	Weapon_Response	N	Battle						U	117.0		Pay 1 Force -> the attacking unit gets -2 power for this attack.		WOTC, REP, CW	
Wedding of Destiny	AOTC	Wedding_of_Destiny	L	Mission		2.0				U	118.0		Draw 3 cards. Then you gain +1 Force.		WOTC, REP, CW	
Yoda (B)	AOTC	Yoda_B	L	Character	Jedi Master	5.0	40.0	4.0	4.0	U	119.0		3 Force pay -> Evade 4 | 5 Force pay -> Deflect 2 | [tap] -> +1 Force you gain. Only during your build step play.		WOTC, REP, CW	
Zam's Airspeeder (A)	AOTC	Zams_Airspeeder_A	D	Ground	Coruscant Speeder	2.0	60.0	1.0	1.0	U	120.0		Critical Hit 3		WOTC, REP	
Anakin Skywalker (D)	AOTC	Anakin_Skywalker_D	L	Character	Jedi Padawan	4.0	50.0	4.0	3.0	C	121.0		Pay 1 Force -> Evade 1		WOTC, REP, CW	
Battle Droid Squad	AOTC	Battle_Droid_Squad	D	Ground	Trade Federation Droid	2.0	10.0	2.0	3.0	C	122.0				WOTC, REP, CW	
Bravo N-1 Starfighter	AOTC	Bravo_N_1_Starfighter	L	Space	Naboo Starfighter	3.0	50.0	3.0	2.0	C	123.0		Critical Hit 1		WOTC, REP, CW	
Chancellor's Guard Squad	AOTC	Chancellors_Guard_Squad	L	Ground	Republic Soldier	3.0	30.0	2.0	3.0	C	124.0		Critical Hit 2		WOTC, REP, CW	
Clone Platoon	AOTC	Clone_Platoon	L	Ground	Clone Soldier	4.0	40.0	4.0	4.0	C	125.0				WOTC, REP, CW	
Clone Squad	AOTC	Clone_Squad	L	Ground	Clone Soldier	3.0	10.0	3.0	3.0	C	126.0				WOTC, REP, CW	
Commerce Guild Droid 81	AOTC	Commerce_Guild_Droid_81	D	Ground	Commerce Guild Droid	6.0	30.0	7.0	5.0	C	127.0				WOTC, REP, CW	
Commerce Guild Starship	AOTC	Commerce_Guild_Starship	D	Space	Commerce Guild Transport	4.0	30.0	3.0	4.0	C	128.0		Shields 1		WOTC, REP, CW	
Corellian Star Shuttle	AOTC	Corellian_Star_Shuttle	L	Space	Republic Transport	4.0	20.0	3.0	4.0	C	129.0		[tap] -> Draw a card. Play only during your build step.		WOTC, REP, CW	
Darth Tyranus (C)	AOTC	Darth_Tyranus_C	D	Character	Dark Jedi Master	5.0	50.0	5.0	4.0	C	130.0		Pay 2 Force -> Evade 2		WOTC, REP, CW	
