Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification	DraftRarity
Yuuzhan Vong Executor	YV	YV47_Yuuzhan_Vong_Executor	Y	Ground	Yuuzhan Vong Officer - Diplomat	3	30	3	3	U	47		[Tap] -> Gain 1 build point. Play only during your build step. | [Tap], Pay 2 build points -> Take 1 20/3/3 Yuuzhan Vong Workers Subordinate with "[Tap] -> Add 1 counter to a Campaign or Resource." and put it into the Ground arena. Play only during your build step.		YV	
Yuuzhan Vong Grand Ceremony	YV	YV48_Yuuzhan_Vong_Grand_Ceremony	Y	Event						U	48		When each turn ends, if a player has at least 1 unit in each arena, that player gains 1 build point when their next build step starts.		YV	
Yuuzhan Vong Markings	YV	YV49_Yuuzhan_Vong_Markings	Y	Equipment	Ground/Character - Trait	1				U	49		When you deploy or tap a Yuuzhan Vong, attach this Trait to it. You may then have another one of your Yuuzhan Vong in the same arena do 1 damage to it. | Equipped Yuuzhan Vong gets "Adapt: Resilience 1, Surge 2/Avenge 3/Overload 4."		YV	
Yuuzhan Vong Navy (B)	YV	YV50_Yuuzhan_Vong_Navy_B	Y	Space	Yuuzhan Vong Fleet	14	10	12	11	U	50		Stack: Any Yuuzhan Vong Space unit. | Shields 1 | Bombard 12 | Each of your Yuuzhan Vong gets Parry 1. | When the battle phase starts, take 1 50/3/3 Coralskipper Swarm Subordinate with "When the battle phase ends, return this unit to your supply." and put it into the Space or Ground arena. | Remove 1 counter from your Resource -> Redirect		YV	
Devotion to the Lovers, Yun'Qaah & Yun-Txiin	YV	YV51_Devotion_to_the_Lovers_Yun_Qaah_Yun_Txiin	Y	Mission - Campaign		2				C	51		You can only have one copy of this Campaign in play. | Whenever you stack a unit or tap a unique unit with Lucky, put 1 mastery counter on this Campaign. | Remove 1 mastery counter from this Campaign -> Put 1 mastery counter on a unit. | As long as you have at least X mastery counters on this Campaign, where X is a number of counters listed below, each of your Yuuzhan Vong gets the following up to X: 3 counters: Lucky 1; 6 counters: "Forewarning: Gain 1 Force."; 12 counters: Fortitude.		YV	
Devotion to the Pardoners, Yun-Shuno & Yun-Lingni	YV	YV52_Devotion_to_the_Pardoners_Yun_Shuno_Yun_Lingni	Y	Mission - Campaign		2				C	52		You can only have one copy of this Campaign in play. | Whenever you complete a Location or activate Protect, put 1 redemption counter on this Campaign. | Remove 1 redemption counter from this Campaign -> Put 1 redemption counter on a unit. | As long as you have at least X redemption counters on this Campaign, where X is a number of counters listed below, each of your Yuuzhan Vong gets the following up to X: 3 counters: "Pay 1 Force -> Protect 1"; 6 counters: +1 health; 12 counters: Damage Control 1.		YV	
Domain Lah Worldship (B)	YV	YV53_Domain_Lah_Worldship_B	Y	Space	Yuuzhan Vong Capital Ship	8	20	6	8	C	53		Damage Control 1 | Inspiration | Each of your Yuuzhan Vong gets Velocity 10 and "Remove 1 counter from your Resource -> Intercept."		YV	
Grutchin Symbiote	YV	YV54_Grutchin_Symbiote	Y	Equipment	Ground/Character - Biological Weapon	1				C	54		Remove 2 counters from your Resource or one of your Campaigns -> Equip | Equipped Yuuzhan Vong gets "[Tap] -> Put 1 damage counter on a unit in this arena." | Equipped Agent, Officer, or Shaper also gets "Discard a Grutchin Symbiote from this unit during your build step -> Take 1 60/1/1 Grutchin Subordinate with "[Tap] -> Put 1 damage counter on a unit in this arena." and put it into the Space arena.		YV	
Harrar (C)	YV	YV55_Harrar_C	Y	Character	Yuuzhan Vong Independent Priest	4	30	3	5	C	55		Cunning | [Tap] -> Draw 2 cards, then discard a card from your hand. You may play this ability twice per turn. | Remove 5 non-damage counters divided as you choose from Yuuzhan Vong cards you control -> Untap Harrar. | INSERT: Upkeep: Add 1 counter to your Resource.		YV	
I'friil Ma-nat -Class Warship	YV	YV56_I_friil Ma_nat_Class_Warship	Y	Space	Yuuzhan Vong Cruiser - Capital Ship	5	30	5	5	C	56		Reduced Cost 4: As long as you control an arena with a Yuuzhan Vong in it. | Shields 1 | Do 1 unpreventable damage to this unit -> Protect 1		YV	
Mezhan Kwaad (B)	YV	YV57_Mezhan_Kwaad_B	Y	Character	Yuuzhan Vong Master Shaper	6	30	5	6	C	57		Upkeep: Put 1 corruption counter on a Character. | Whenever 1 or more corruption counters are put on a Character, put 1 credit counter on Mezhan. | Mezhan gets Fury 1 for each credit counter on her. | [Tap] -> Add 1 counter to your Resource for each corruption counter on a unit of your choice. | INSERT: Remove 2 counters from your Resource -> Persuade 2		YV	
Nina Galfridian (C)	YV	YV58_Nina_Galfridian_C	L	Character	Artorian Queen - Independent Yuuzhan Vong	9	30	5	7	C	58		This card can be put in a Yuuzhan Vong deck. | Each of your units gets the Independent subtype and Stun 2. | Inspiration | [Tap] -> Untap one of your other units. | Pay 2 Force -> Absorb 1 and Persuade 1		YV	
P’hiili	YV	YV59_P_hiili	Y	Ground/Character	Yuuzhan Vong P'Hiili Aquatic Creature	2	30	1	1	C	59		Whenever your opponent uses Hidden Cost to deploy a unit to this arena, you may put 1 mastery counter on this unit and untap one of your other Yuuzhan Vong in this arena. | Remove 1 counter from your Resource or 1 mastery counter from this unit -> Retaliate 4		YV	
Place of Sacrifice	YV	YV60_Place_of_Sacrifice	Y	Location	Character - Yuuzhan Vong Facility	2				C	60		When your build step ends, you may put 1 captivity counter on a unit. | When the battle phase starts, you may discard a Character with more captivity counters on it than its printed health. If you do, each Yuuzhan Vong gets Overload 1 until end of turn.		YV	
Quednak	YV	YV61_Quednak	Y	Ground	Yuuzhan Vong Quednak Creature	4	40	2	7	C	61		[Tap], Do 1 damage to this unit during your build step -> Choose one: Draw 2 cards, then discard a card from your hand. Or: Attach an Equipment to a Yuuzhan Vong without paying its equip cost. Or: Move up to 2 non-damage counters from one of your units to another of your units in the same arena.		YV	
Sharing Pain	YV	YV62_Sharing_Pain	Y	Mission		1				C	62		Put 2 counters of any type on one of your units or face-up cards in play. Put 2 counters of the same type on an opponent's card or unit of the same type, if they have any in play. | Tap one of your unique Yuuzhan Vong -> Meditate		YV	
Suuv Ban D’krid - Class Warship	YV	YV63_Suuv_Ban_D_krid_Class_Warship	Y	Space	Yuuzhan Vong Cruiser - Capital Ship	6	50	6	5	C	63		Remove X+1 counters from your Resource -> Take 1 Yuuzhan Vong Space Subordinate with printed power X and put it into this arena. Play only during your build step. | Remove 2 counters from your Resource -> Ambush 4 | Remove 2 counters from your Resource -> Retaliate 4		YV	
Tenacious Amphistaff	YV	YV64_Tenacious_Amphistaff	Y	Equipment	Ground/Character - Biological Melee Weapon	2				C	64		Remove 2 counters from your Resource or one of your Campaigns -> Equip | Equipped Yuuzhan Vong gets Parry 1, Riposte 1, and Tenacity 2 (Whenever this unit does less than 2 damage, after damage prevention, for its first attack each turn, it may attack the same target again without tapping.)		YV	
Tsalok (C)	YV	YV65_Tsalok_C	Y	Character	Yuuzhan Vong Warrior Officer	6	30	6	5	C	65		Armor | [Pilot] Capital Ship, Cruiser, and Fleet Pilot. | The Capital Ship, Cruiser, or Fleet gets: * Adapt: Armor, Surge 2/Resilience 2, Avenge 4 * Tenacity 4 (Whenever this unit does less than 4 damage, after damage prevention, for its first attack each turn, it may attack the same target again without tapping.)		YV	
Vongerella (A)	YV	YV66_Vongerella_A	D	Character	Yuuzhan Vong Cyborg - Independent Dark Jedi	5	40	4	4	C	66		This card can be put in a Yuuzhan Vong deck. | Cunning | Foresight: Put 1 counter of any type on a card. | Stealth | Pay 1 Force -> Ambush 2 | Pay 2 Force -> Evade 2		YV	
Vua Rapuung (C)	YV	YV67_Vua_Rapuung_C	N	Character	Independent Yuuzhan Vong Warrior	6	40	6	5	C	67		Upkeep: Put 1 redemption counter on Vua. | Last Stand: Tap or untap up to 2 Characters. | Vua gets the abilities of other Vua cards in his stack and Focus 1 for each redemption counter on him. | Discard Vua -> Prevent all damage to a unit. | INSERT: Remove 2 counters from your Resource -> Absorb 2		YV	
Yorik-et	YV	YV68_Yorik_et	Y	Space	Yuuzhan Vong Starfighter	3	40	3	2	C	68		Velocity 10 | Parry 2 | Remove 1 counter from your Resource -> Ambush 2		YV	
Yuuzhan Vong Agent	YV	YV69_Yuuzhan_Vong_Agent	Y	Character	Yuuzhan Vong Agent - Spy	3	40	3	2	C	69		Hidden Cost 3 | Bounty: A unit of your choice gets Backfire 2 until end of turn. | Stealth | [Tap] -> Disrupt a damage prevention effect.		YV	
Yuuzhan Vong Pilot	YV	YV70_Yuuzhan_Vong_Pilot	Y	Character	Yuuzhan Vong Warrior	3	30	3	3	C	70		[Pilot] Squadron, Starfighter, and Transport Pilot. | The Squadron, Starfighter, or Transport gets: * Velocity 20 * Adapt: Critical Hit 2/Tenacity 2 (Whenever this unit does less than 2 damage, after damage prevention, for its first attack each turn, it may attack the same unit again without tapping.)		YV	
Yuuzhan Vong Priests	YV	YV71_Yuuzhan_Vong_Priests	Y	Ground	Yuuzhan Vong Priest Squad	3	50	2	3	C	71		Whenever you discard 1 or more unit cards from your hand, add 1 counter to your Resource. | [Tap] -> Put 1 counter of any type on one of your cards in any arena or build zone. | [Tap] -> Look at the top card of your deck. You may put it into your hand or discard pile.		YV	
Yuuzhan Vong Slaveship	YV	YV72_Yuuzhan_Vong_Slaveship	Y	Space	Yuuzhan Vong Slave Transport	4	40	3	4	C	72		Deploy: Choose a subtype on one of your opponent's Ground units or Characters. That unit loses the chosen subtype and gains the Slave subtype until that unit or this unit is discarded. | Each of your opponent's Slaves gets Backfire 2. | [Tap] -> Choose one: Put 1 captivity counter on a unit in any arena. Or: Tap a Slave with 3 or more captivity counters on it.		YV	
Yuuzhan Vong Training	YV	YV73_Yuuzhan_Vong_Training	Y	Equipment	Space/Ground/Character - Skill	1				C	73		Discard a card from your hand -> Equip to a unit and do 2 unpreventable damage to it. | Equipped unit gets +2 power. | Equipped Yuuzhan Vong also gets Fury 3 and Damage Control 1.		YV	
Yuuzhan Vong Veteran Warrior	YV	YV74_Veteran_Yuuzhan_Vong_Warrior	Y	Character	Yuuzhan Vong Warrior	4	40	4	3	C	74		Critical Hit 2 | Armor | Last Stand: Add 1 counter to your Resource.		YV	
Yuuzhan'tar, Crèche of the Gods	YV	YV75_Yuuzhan_tar_Crèche_of_the_Gods	Y	Location	Ground - Yuuzhan Vong Landscape	3				C	75		When you complete this Location, choose a unique Yuuzhan Vong to get Inspiration and "Remove 1 counter from your Resource -> Deflect 1" until the chosen unit is discarded. | Each of your Yuuzhan Vong gets "Remove 1 counter from your Resource -> Protect 1."		YV	
Nei Rin (A) (Promo)	YV	YVpromo_Nei_Rin_A	L	Character	Yuuzhan Vong Master Shaper	6	30	3	6	P	34		Nei Rin cards can be put in a Yuuzhan Vong deck. | Alternative Cost: Pay 6 Force. | Tap X of your Yuuzhan Vong, up to 3 -> Put X+1 redemption counters on any card or remove X+1 counters of any type from a unit. | Pay 2 Force -> Persuade 2		YV	
Nom Anor (G) (Promo)	YV	YVpromo_Nom_Anor_G	Y	Character	Yuuzhan Vong Agent - Spy	7	40	6	6	P	10		Hidden Cost 5 | Cunning | Stealth | [Tap] -> Disrupt a non-Force activated effect. | [Tap] -> Your opponent discards a card at random. | INSERT: When Nom would be discarded, return him to your hand instead.		YV	
